			Symbol				Name				Sector				industry	
{	Symbol	":"""	NKTR	"""xqxq"	Name	":"""	Nektar Therapeutics	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	NEPT	"""xqxq"	Name	":"""	Neptune Technologies & Bioresources Inc	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	NLNK	"""xqxq"	Name	":"""	NewLink Genetics Corporation	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	NWBO	"""xqxq"	Name	":"""	"Northwest Biotherapeutics, Inc."	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	NWBOW	"""xqxq"	Name	":"""	"Northwest Biotherapeutics, Inc."	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	NVGN	"""xqxq"	Name	":"""	Novogen Limited	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	PATH	"""xqxq"	Name	":"""	NuPathe Inc.	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	OMPI	"""xqxq"	Name	":"""	"Obagi Medical Products, Inc."	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	OMER	"""xqxq"	Name	":"""	Omeros Corporation	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	ONCY	"""xqxq"	Name	":"""	"Oncolytics Biotech, Inc."	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	OPXA	"""xqxq"	Name	":"""	"Opexa Therapeutics, Inc."	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	OPTR	"""xqxq"	Name	":"""	"Optimer Pharmaceuticals, Inc."	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	ORMP	"""xqxq"	Name	":"""	Oramed Pharmaceuticals Inc.	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	OREX	"""xqxq"	Name	":"""	"Orexigen Therapeutics, Inc."	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	PCRX	"""xqxq"	Name	":"""	"Pacira Pharmaceuticals, Inc."	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	PTIE	"""xqxq"	Name	":"""	Pain Therapeutics	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	PPHM	"""xqxq"	Name	":"""	Peregrine Pharmaceuticals Inc.	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	PTX	"""xqxq"	Name	":"""	"Pernix Therapeutics Holdings, Inc."	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	PRGO	"""xqxq"	Name	":"""	Perrigo Company	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	PCYC	"""xqxq"	Name	":"""	"Pharmacyclics, Inc."	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	POZN	"""xqxq"	Name	":"""	"Pozen, Inc."	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	PRAN	"""xqxq"	Name	":"""	Prana Biotechnology Ltd	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	PBMD	"""xqxq"	Name	":"""	Prima BioMed Ltd	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	PGNX	"""xqxq"	Name	":"""	Progenics Pharmaceuticals Inc.	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	PRPH	"""xqxq"	Name	":"""	"ProPhase Labs, Inc."	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	PRTA	"""xqxq"	Name	":"""	Prothena Corporation plc	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	QLTI	"""xqxq"	Name	":"""	QLT Inc.	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	QCOR	"""xqxq"	Name	":"""	"Questcor Pharmaceuticals, Inc."	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	RPTP	"""xqxq"	Name	":"""	Raptor Pharmaceutical Corp.	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	RDHL	"""xqxq"	Name	":"""	Redhill Biopharma Ltd.	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	REGN	"""xqxq"	Name	":"""	"Regeneron Pharmaceuticals, Inc."	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	RGLS	"""xqxq"	Name	":"""	Regulus Therapeutics Inc.	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	RELV	"""xqxq"	Name	":"""	"Reliv&#39; International, Inc."	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	RIGL	"""xqxq"	Name	":"""	"Rigel Pharmaceuticals, Inc."	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	ROSG	"""xqxq"	Name	":"""	Rosetta Genomics Ltd.	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	SGNT	"""xqxq"	Name	":"""	"Sagent Pharmaceuticals, Inc."	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	SLXP	"""xqxq"	Name	":"""	"Salix Pharmaceuticals, Ltd."	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	GCVRZ	"""xqxq"	Name	":"""	Sanofi	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	SNTS	"""xqxq"	Name	":"""	"Santarus, Inc."	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	SRPT	"""xqxq"	Name	":"""	"Sarepta Therapeutics, Inc."	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	SCLN	"""xqxq"	Name	":"""	"SciClone Pharmaceuticals, Inc."	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	SHPG	"""xqxq"	Name	":"""	Shire plc	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	SIGA	"""xqxq"	Name	":"""	SIGA Technologies Inc.	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	SVA	"""xqxq"	Name	":"""	"Sinovac Biotech, Ltd."	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	SKBI	"""xqxq"	Name	":"""	Skystar Bio-Pharmaceutical Company	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	SPPI	"""xqxq"	Name	":"""	"Spectrum Pharmaceuticals, Inc."	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	STML	"""xqxq"	Name	":"""	"Stemline Therapeutics, Inc."	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	SCMP	"""xqxq"	Name	":"""	"Sucampo Pharmaceuticals, Inc."	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	SNSS	"""xqxq"	Name	":"""	"Sunesis Pharmaceuticals, Inc."	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	SUPN	"""xqxq"	Name	":"""	"Supernus Pharmaceuticals, Inc."	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	SGYP	"""xqxq"	Name	":"""	"Synergy Pharmaceuticals, Inc."	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	SGYPU	"""xqxq"	Name	":"""	"Synergy Pharmaceuticals, Inc."	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	SGYPW	"""xqxq"	Name	":"""	"Synergy Pharmaceuticals, Inc."	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	SNTA	"""xqxq"	Name	":"""	Synta Pharmaceuticals Corp.	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	TRGT	"""xqxq"	Name	":"""	"Targacept, Inc."	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	TKMR	"""xqxq"	Name	":"""	Tekmira Pharmaceuticals Corp	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	TELK	"""xqxq"	Name	":"""	"Telik, Inc."	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	TSRO	"""xqxq"	Name	":"""	"TESARO, Inc."	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	MDCO	"""xqxq"	Name	":"""	The Medicines Company	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	THRX	"""xqxq"	Name	":"""	"Theravance, Inc."	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	THLD	"""xqxq"	Name	":"""	"Threshold Pharmaceuticals, Inc."	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	TSPT	"""xqxq"	Name	":"""	"Transcept Pharmaceuticals, Inc."	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	TZYM	"""xqxq"	Name	":"""	"Tranzyme, Inc."	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	TSRX	"""xqxq"	Name	":"""	"Trius Therapeutics, Inc."	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	UTHR	"""xqxq"	Name	":"""	United Therapeutics Corporation	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	VNDA	"""xqxq"	Name	":"""	Vanda Pharmaceuticals Inc.	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	VTUS	"""xqxq"	Name	":"""	"Ventrus Biosciences, Inc."	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	VSTM	"""xqxq"	Name	":"""	"Verastem, Inc."	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	VRTX	"""xqxq"	Name	":"""	Vertex Pharmaceuticals Incorporated	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	VPHM	"""xqxq"	Name	":"""	ViroPharma Incorporated	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	VVUS	"""xqxq"	Name	":"""	"VIVUS, Inc."	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	WCRX	"""xqxq"	Name	":"""	Warner Chilcott plc	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	XNPT	"""xqxq"	Name	":"""	"XenoPort, Inc."	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	XOMA	"""xqxq"	Name	":"""	XOMA Corporation	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	ZLCS	"""xqxq"	Name	":"""	Zalicus Inc.	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	ZGNX	"""xqxq"	Name	":"""	"Zogenix, Inc."	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	ANX	"""xqxq"	Name	":"""	"ADVENTRX Pharmaceuticals, Inc."	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	AXN	"""xqxq"	Name	":"""	"Aoxing Pharmaceutical Company, Inc."	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	CBP	"""xqxq"	Name	":"""	China Botanic Pharmaceutical Inc.	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	CPHI	"""xqxq"	Name	":"""	"China Pharma Holdings, Inc."	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	CRMD	"""xqxq"	Name	":"""	CorMedix Inc	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	ERB	"""xqxq"	Name	":"""	"ERBA Diagnostics, Inc."	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	IBIO	"""xqxq"	Name	":"""	"iBio, Inc."	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	IMUC	"""xqxq"	Name	":"""	"ImmunoCellular Therapeutics, Ltd."	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	LCI	"""xqxq"	Name	":"""	Lannett Co Inc	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	NBY	"""xqxq"	Name	":"""	"NovaBay Pharmaceuticals, Inc."	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	PTN	"""xqxq"	Name	":"""	"Palatin Technologies, Inc."	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	PIP	"""xqxq"	Name	":"""	"PharmAthene, Inc"	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	PBTH	"""xqxq"	Name	":"""	"PROLOR Biotech, Inc."	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	RNN	"""xqxq"	Name	":"""	"Rexahn Pharmaceuticals, Inc."	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	SYN	"""xqxq"	Name	":"""	"Synthetic Biologics, Inc"	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	TPI	"""xqxq"	Name	":"""	"Tianyin Pharmaceutical Co., Inc."	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	ABT	"""xqxq"	Name	":"""	Abbott Laboratories	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	ABBV	"""xqxq"	Name	":"""	AbbVie Inc.	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	ACT	"""xqxq"	Name	":"""	"Actavis, Inc."	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	AGN	"""xqxq"	Name	":"""	"Allergan, Inc."	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	AZN	"""xqxq"	Name	":"""	Astrazeneca PLC	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	BMY	"""xqxq"	Name	":"""	Bristol-Myers Squibb Company	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	BMY^	"""xqxq"	Name	":"""	Bristol-Myers Squibb Company	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	CBM	"""xqxq"	Name	":"""	Cambrex Corporation	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	RDY	"""xqxq"	Name	":"""	Dr. Reddy&#39;s Laboratories Ltd	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	ELN	"""xqxq"	Name	":"""	"Elan Corporation, plc"	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	LLY	"""xqxq"	Name	":"""	Eli Lilly and Company	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	EBS	"""xqxq"	Name	":"""	"Emergent Biosolutions, Inc."	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	FRX	"""xqxq"	Name	":"""	"Forest Laboratories, Inc."	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	GSK	"""xqxq"	Name	":"""	GlaxoSmithKline PLC	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	HSP	"""xqxq"	Name	":"""	Hospira Inc	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	JNJ	"""xqxq"	Name	":"""	Johnson & Johnson	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	MRK	"""xqxq"	Name	":"""	"Merck & Company, Inc."	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	NVS	"""xqxq"	Name	":"""	Novartis AG	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	NVO	"""xqxq"	Name	":"""	Novo Nordisk A/S	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	OPK	"""xqxq"	Name	":"""	Opko Health Inc	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	PFE	"""xqxq"	Name	":"""	"Pfizer, Inc."	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	PBH	"""xqxq"	Name	":"""	"Prestige Brand Holdings, Inc."	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	PBYI	"""xqxq"	Name	":"""	Puma Biotechnology Inc	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	SNY	"""xqxq"	Name	":"""	Sanofi	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	SHP	"""xqxq"	Name	":"""	ShangPharma Corporation	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	SCR	"""xqxq"	Name	":"""	Simcere Pharmaceutical Group	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	TARO	"""xqxq"	Name	":"""	Taro Pharmaceutical Industries Ltd.	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	TEVA	"""xqxq"	Name	":"""	Teva Pharmaceutical Industries Limited	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	VRX	"""xqxq"	Name	":"""	"Valeant Pharmaceuticals International, Inc."	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	WX	"""xqxq"	Name	":"""	Wuxi Pharmatech (Cayman) Inc.	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	ZTS	"""xqxq"	Name	":"""	Zoetis Inc.	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Major Pharmaceuticals	}xqxq
{	Symbol	":"""	AMSC	"""xqxq"	Name	":"""	American Superconductor Corporation	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Metal Fabrications	}xqxq
{	Symbol	":"""	ECTY	"""xqxq"	Name	":"""	"Ecotality, Inc."	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Metal Fabrications	}xqxq
{	Symbol	":"""	FELE	"""xqxq"	Name	":"""	"Franklin Electric Co., Inc."	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Metal Fabrications	}xqxq
{	Symbol	":"""	AME	"""xqxq"	Name	":"""	"AMTEK, Inc."	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Metal Fabrications	}xqxq
{	Symbol	":"""	GNRC	"""xqxq"	Name	":"""	Generac Holdlings Inc.	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Metal Fabrications	}xqxq
{	Symbol	":"""	NJ	"""xqxq"	Name	":"""	Nidec Corporation (Nihon Densan Kabushiki Kaisha)	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Metal Fabrications	}xqxq
{	Symbol	":"""	RBC	"""xqxq"	Name	":"""	Regal Beloit Corporation	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Metal Fabrications	}xqxq
{	Symbol	":"""	DAKT	"""xqxq"	Name	":"""	"Daktronics, Inc."	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Miscellaneous manufacturing industries	}xqxq
{	Symbol	":"""	EGT	"""xqxq"	Name	":"""	Entertainment Gaming Asia Incorporated	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Miscellaneous manufacturing industries	}xqxq
{	Symbol	":"""	PTEK	"""xqxq"	Name	":"""	"PokerTek, Inc."	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Miscellaneous manufacturing industries	}xqxq
{	Symbol	":"""	SHFL	"""xqxq"	Name	":"""	"SHFL Entertainment, Inc."	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Miscellaneous manufacturing industries	}xqxq
{	Symbol	":"""	SUMR	"""xqxq"	Name	":"""	"Summer Infant, Inc."	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Miscellaneous manufacturing industries	}xqxq
{	Symbol	":"""	CHGS	"""xqxq"	Name	":"""	"China GengSheng Minerals, Inc."	"""xqxq"	Sector	":"""	Consumer Durables	"""xqxq"	industry	":"""	Miscellaneous manufacturing industries	}xqxq
